,Country,2021 r.,Rate_1,Rate_2,Rate_PKB,Users_rate_avg,Capital,Coordinates,User_coordinates,Distance,Distance_rate,Summary
39,Ekwador,5979.0,9.0,7.0,4.781311036495709,8.0,Quito,"0°13′12″S, 78°30′45″W","52°13′56″N, 21°00′30″E",10676.090769237253,1.9824743925667143,14.763785429062423
40,Kamerun,1655.0,6.0,6.5,4.939466426726945,6.25,Jaunde,"3°52′N, 11°31′E","52°13′56″N, 21°00′30″E",5433.063766444242,3.464380886559779,14.653847313286724
41,Dania,67758.0,7.0,7.5,2.5216713849935255,7.25,Kopenhaga,"55°40′N, 12°34′E","52°13′56″N, 21°00′30″E",672.5567865311571,4.8099063252947785,14.581577710288304
42,Seszele,14931.0,7.0,7.0,4.453881098163144,7.0,Victoria,"4°37′51″S, 55°27′43″E","52°13′56″N, 21°00′30″E",7091.410094832664,2.995660395130073,14.449541493293218
43,Irlandia,99013.0,9.0,8.0,1.378482966474276,8.5,Dublin,"53°20′N, 6°15′W","52°13′56″N, 21°00′30″E",1832.0757161705874,4.482176059777319,14.360659026251597
44,San Marino,50458.0,5.0,8.0,3.154439250627281,6.5,San Marino,"43°55′55,24″N, 12°26′54,42″E","52°13′56″N, 21°00′30″E",1120.14946788275,4.683397249372538,14.337836499999819
45,Wybrzeże Kości Słoniowej,2522.0,6.0,6.0,4.907754881090848,6.0,Jamusukro,"6°50′36″N, 5°17′06″W","52°13′56″N, 21°00′30″E",5576.911800336212,3.4237232024663946,14.331478083557244
46,Szwajcaria,93720.0,8.0,8.0,1.5720806724164416,8.0,"brak oficjalnej stolicy, siedzibą rządu jest Berno","46,94798°N, 7,44743°E","52°13′56″N, 21°00′30″E",1140.4748618836145,4.677652412783521,14.249733085199964
47,Singapur,72795.0,9.0,10.0,2.3374371804156517,9.5,Singapur,"1°18′N, 103°48′E","52°13′56″N, 21°00′30″E",9402.79120908014,2.342363991836404,14.179801172252056
48,Węgry,18968.0,8.0,2.0,4.3062230707895335,5.0,Budapeszt,"47°30′N, 19°03′E","52°13′56″N, 21°00′30″E",544.7980810959167,4.846016468375821,14.152239539165354
49,Ghana,2441.0,6.0,5.5,4.910717551444393,5.75,Akra,"5°33′N, 0°13′W","52°13′56″N, 21°00′30″E",5530.820212713433,3.4367506812454014,14.097468232689794
50,Nigeria,2089.0,5.0,6.0,4.923592365820294,5.5,Abudża,"9°12′N, 7°11′E","52°13′56″N, 21°00′30″E",4934.220886784716,3.605375488047785,14.028967853868078
51,Mauretania,2153.0,7.0,4.0,4.921251490479221,5.5,Nawakszut,"18°06′N, 15°57′W","52°13′56″N, 21°00′30″E",4968.946594021865,3.5955604992949475,14.016811989774169
52,Niemcy,50795.0,6.0,6.0,3.142113078909445,6.0,Berlin,"52°31′07″N, 13°24′30″E","52°13′56″N, 21°00′30″E",518.314612534656,4.853501843527138,13.995614922436584
53,Malediwy,13190.0,7.0,6.0,4.517560222675766,6.5,Male,"4°10′N, 73°30′E","52°13′56″N, 21°00′30″E",7174.110923922721,2.9722855592534163,13.989845781929182
54,Izrael,51416.0,8.0,5.0,3.1193992728655973,6.5,Jerozolima[30][31],"31°46′43″N, 35°13′46″E","52°13′56″N, 21°00′30″E",2548.556132802535,4.279667664977877,13.899066937843473
55,Kongo,2677.0,8.0,3.5,4.902085573624187,5.75,Brazzaville,"4°15′S, 15°16′E","52°13′56″N, 21°00′30″E",6282.681259835782,3.2242421880185885,13.876327761642777
56,Tunezja,3867.0,5.0,4.0,4.858559922751114,4.5,Tunis,"36°50′N, 10°09′E","52°13′56″N, 21°00′30″E",1911.6181488564077,4.459693923507121,13.818253846258235
57,Wyspy Świętego Tomasza i Książęca,2331.0,5.0,6.0,4.914740930936862,5.5,São Tomé,"0°22′12″N, 6°43′48″E","52°13′56″N, 21°00′30″E",5901.135258426514,3.332083611864828,13.74682454280169
58,Chile,16070.0,7.0,9.0,4.412220832327488,8.0,Santiago,"33°27′S, 70°40′W","52°13′56″N, 21°00′30″E",12969.740104115876,1.3341897580437871,13.746410590371276
59,Vanuatu,3045.0,10.0,6.0,4.888625540413018,8.0,Port Vila,"17°45′S, 168°18′E","52°13′56″N, 21°00′30″E",15236.990957366626,0.6933664776842202,13.581992018097237
60,Chiny,12359.0,3.0,9.0,4.547955025932509,6.0,Pekin,"39°55′N, 116°23′E","52°13′56″N, 21°00′30″E",6957.690269784158,3.033455408775709,13.581410434708218
61,Litwa,23473.0,5.0,4.0,4.141447392484327,4.5,Wilno,"54°41′N, 25°17′E","52°13′56″N, 21°00′30″E",393.6381502234803,4.888740811216718,13.530188203701044
62,Mozambik,501.0,7.0,5.0,4.981675335220664,6.0,Maputo,"25°57′56″S, 32°35′19″E","52°13′56″N, 21°00′30″E",8735.580735815192,2.5309465668765094,13.512621902097173
63,Malezja,11399.0,6.0,7.0,4.583068156048602,6.5,Kuala Lumpur,"3°09′14″N, 101°41′32″E","52°13′56″N, 21°00′30″E",9097.195907136262,2.4287384587699448,13.511806614818546
64,Namibia,4842.0,7.0,5.0,4.8228981499769565,6.0,Windhuk,"22°34′S, 17°05′E","52°13′56″N, 21°00′30″E",8294.550675850593,2.655600761783293,13.478498911760251
65,Francja,44853.0,6.0,5.0,3.3594487238571773,5.5,Paryż,"48°52′N, 2°21′E","52°13′56″N, 21°00′30″E",1370.0297662765004,4.612770255326282,13.47221897918346
66,Kenia,2205.0,5.0,5.5,4.9193495292646,5.25,Nairobi,"1°16′S, 36°48′E","52°13′56″N, 21°00′30″E",6111.744614129306,3.2725562869539706,13.441905816218572
67,Indonezja,4357.0,5.0,8.0,4.840637595921025,6.5,Dżakarta,"6°10′30″S, 106°49′43″E","52°13′56″N, 21°00′30″E",10262.641660611784,2.0993330161597914,13.439970612080815
68,Austria,53368.0,5.0,6.0,3.0480025749628754,5.5,Wiedeń,"48°13′N, 16°22′E","52°13′56″N, 21°00′30″E",555.832981839092,4.842897527530549,13.390900102493426
69,Mikronezja,3880.0,7.0,7.0,4.858084432447458,7.0,Palikir,"6°54′54″N, 158°09′37″E","52°13′56″N, 21°00′30″E",12301.034129073983,1.523195026652675,13.381279459100135
70,Uzbekistan,2002.0,4.0,5.0,4.926774493237065,4.5,Taszkent,"41°16′N, 69°13′E","52°13′56″N, 21°00′30″E",3800.1269696553995,3.925919543933189,13.352694037170254
71,Australia,63529.0,10.0,10.0,2.6763520383903554,10.0,Canberra,"35°18′S, 149°07′E","52°13′56″N, 21°00′30″E",15551.88797160234,0.6043629440220166,13.280714982412372
72,Zjednoczone Emiraty Arabskie,42884.0,5.0,7.0,3.431467216772371,6.0,Abu Zabi,"24°27′N, 54°23′E","52°13′56″N, 21°00′30″E",4176.454415452257,3.8195531099062223,13.251020326678594
73,Burundi,272.0,6.0,4.0,4.99005127980044,5.0,Gitega,"3°26′S, 29°54′E","52°13′56″N, 21°00′30″E",6225.729198117682,3.2403393071181825,13.230390586918622
74,Nowa Zelandia,48424.0,10.0,10.0,3.228835195060753,10.0,Wellington,"41°17′20″S, 174°46′38″E","52°13′56″N, 21°00′30″E",17690.14112579207,0.0,13.228835195060753
75,Zimbabwe,2102.0,6.0,5.0,4.923116875516638,5.5,Harare,"17°49′12″S, 31°03′00″E","52°13′56″N, 21°00′30″E",7821.101042264859,2.7894181322098777,13.212535007726515
76,Mongolia,4418.0,5.0,5.0,4.838406449111565,5.0,Ułan Bator,"47°55′18,82″N, 106°54′19,19″E","52°13′56″N, 21°00′30″E",5796.280240877551,3.3617201808450736,13.200126629956639
77,Słowacja,21053.0,5.0,3.0,4.229961741318644,4.0,Bratysława,"48°08′48,57″N, 17°06′26,06″E","52°13′56″N, 21°00′30″E",532.8471603012727,4.849394316158285,13.079356057476929
78,Angola,2331.0,2.0,8.0,4.914740930936862,5.0,Luanda,"8°50′S, 13°14′E","52°13′56″N, 21°00′30″E",6806.711216389647,3.0761286278079707,12.990869558744834
79,Brazylia,7564.0,6.0,6.0,4.723337795626953,6.0,Brasilia,"15°47′38″S, 47°52′58″W","52°13′56″N, 21°00′30″E",10011.885606558377,2.1702075366823568,12.89354533230931
80,Belgia,51875.0,5.0,5.0,3.1026108075288406,5.0,Bruksela,"50°50′N, 4°21′E","52°13′56″N, 21°00′30″E",1163.7200100453892,4.671082327221037,12.773693134749877
81,Filipiny,3572.0,5.0,6.0,4.869349895026371,5.5,Manila,"14°35′N, 121°00′E","52°13′56″N, 21°00′30″E",9404.610586183848,2.34184975707401,12.711199652100381
82,Armenia,4701.0,3.0,4.0,4.828055390962758,3.5,Erywań,"40°11′N, 44°31′E","52°13′56″N, 21°00′30″E",2238.0824858336414,4.367420963484984,12.695476354447742
83,Papua-Nowa Gwinea,3005.0,8.0,5.0,4.890088587501189,6.5,Port Moresby,"9°28′S, 147°10′E","52°13′56″N, 21°00′30″E",13245.890655813819,1.2561376527117052,12.646226240212895
84,Paragwaj,5207.0,6.0,6.0,4.809547845297401,6.0,Asunción,"25°16′S, 57°37′W","52°13′56″N, 21°00′30″E",11457.614492864397,1.7615819423398222,12.571129787637224
85,Trynidad i Tobago,15201.0,5.0,6.0,4.444005530317993,5.5,Port-of-Spain,"10°40′N, 61°31′W","52°13′56″N, 21°00′30″E",8569.570525651427,2.5778682417753385,12.52187377209333
86,Finlandia,54008.0,4.0,5.5,3.0245938215521466,4.75,Helsinki,"60°10′N, 24°56′E","52°13′56″N, 21°00′30″E",916.0277984608533,4.741090873174184,12.515684694726332
87,Gujana,9644.0,6.0,4.5,4.647259347042085,5.25,Georgetown,"6°47′N, 58°10′W","52°13′56″N, 21°00′30″E",8677.672532397675,2.5473139330285766,12.44457328007066
88,Urugwaj,16756.0,6.0,7.0,4.387129574765364,6.5,Montevideo,"34°53′S, 56°10′W","52°13′56″N, 21°00′30″E",12200.621838849846,1.551575888486993,12.438705463252358
89,Macedonia Północna,6714.0,2.0,4.0,4.754427546250576,3.0,Skopje,"42°00′N, 21°26′E","52°13′56″N, 21°00′30″E",1137.9976374210967,4.678352583699317,12.432780129949894
90,Polska,17815.0,3.0,3.0,4.348395403106049,3.0,Warszawa,"52°13′56″N, 21°00′30″E","52°13′56″N, 21°00′30″E",0.0,5.0,12.34839540310605
91,Południowa Afryka,6950.0,6.0,4.0,4.74579556843037,5.0,Pretoria (stolica egzekutywna),"25°43′32″S, 28°14′38″E","52°13′56″N, 21°00′30″E",8664.424014288876,2.551058538007868,12.29685410643824
92,Republika Zielonego Przylądka,3455.0,4.0,4.0,4.87362930775927,4.0,Praia,"14°55′N, 23°31′W","52°13′56″N, 21°00′30″E",5701.316028904055,3.3885611798224757,12.262190487581746
93,Rwanda,859.0,5.0,3.0,4.968581063781538,4.0,Kigali,"1°57′S, 30°03′E","52°13′56″N, 21°00′30″E",6064.769675945067,3.285833438857453,12.25441450263899
94,Turcja,9528.0,2.0,4.0,4.651502183597779,3.0,Ankara,"39°56′38″N, 32°51′22″E","52°13′56″N, 21°00′30″E",1640.1266949711958,4.536429166022903,12.187931349620682
95,Turkmenistan,10311.0,2.5,4.0,4.622863036846841,3.25,Aszchabad,"37°58′N, 58°20′E","52°13′56″N, 21°00′30″E",3287.800179896704,4.07072528237123,11.94358831921807
96,Indie,2185.0,3.0,4.0,4.920081052808685,3.5,Nowe Delhi,"28°07′N, 77°02′E","52°13′56″N, 21°00′30″E",5299.818196308738,3.5020418552281503,11.922122908036835
97,Panama,14664.0,4.0,6.5,4.463646937476683,5.25,Panama,"8°59′N, 79°31′W","52°13′56″N, 21°00′30″E",9933.176014367162,2.192454276160443,11.906101213637125
98,Gwinea,1230.0,5.0,2.0,4.955011302038756,3.5,Konakry,"9°32′53″N, 13°40′14″W","52°13′56″N, 21°00′30″E",5675.95156272554,3.395730276439103,11.850741578477859
99,Tadżykistan,878.0,3.0,3.0,4.9678861164146575,3.0,Duszanbe,"38°33′N, 68°48′E","52°13′56″N, 21°00′30″E",3953.0568563076945,3.882694934936338,11.850581051350996
100,Burkina Faso,887.0,3.0,3.5,4.967556930819819,3.25,Wagadugu,"12°22′N, 1°31′W","52°13′56″N, 21°00′30″E",4860.365605864586,3.6262501889320102,11.843807119751828
101,Sri Lanka,3743.0,4.0,4.0,4.8630953687244425,4.0,Sri Dźajawardanapura Kotte,"6°54′N, 79°54′E","52°13′56″N, 21°00′30″E",7319.715919570615,2.931131281677981,11.794226650402424
102,Mauritius,8744.0,6.0,3.0,4.6801779065259215,4.5,Port Louis,"20°09′46″S, 57°30′10″E","52°13′56″N, 21°00′30″E",8765.981734209123,2.522353928135599,11.70253183466152
103,Rumunia,14667.0,3.0,2.0,4.46353720894507,2.5,Bukareszt,"44°25′N, 26°06′E","52°13′56″N, 21°00′30″E",946.9536563208292,4.732349886417758,11.695887095362828
